isin,symbol,name,market,country,currency,instrument_id
FR0000060535,ORIA,FIDUCIAL REAL EST.,XPAR,FRA,EUR,1110349
FR0000060618,RAL,RALLYE,XPAR,FRA,EUR,1110350
FR0000060790,ALGIR,SIGNAUX GIROD,ALXP,FRA,EUR,1110351
FR0000060873,MBWS,MARIE BRIZARD WINE AND SPIRITS,XPAR,FRA,EUR,1110355
FR0000061129,BOI,BOIRON,XPAR,FRA,EUR,1110359
FR0000061137,BUR,BURELLE,XPAR,FRA,EUR,1110360
FR0000061244,ALORA,ALTHEORA,ALXP,FRA,EUR,1110361
FR0000061418,SACI,FIDUCIAL OFF.SOL.,XPAR,FRA,EUR,1110363
FR0000061459,PERR,PERRIER (GERARD),XPAR,FRA,EUR,1110364
FR0000061475,EFI,EURASIA FONC INV,XPAR,FRA,EUR,1110365
FR0000061608,ALPDX,PISCINES DESJOYAUX,ALXP,FRA,EUR,1110366
FR0000061780,AUGR,AUGROS COSMETICS,XPAR,FRA,EUR,1110368
FR0000062101,FCMC,FERM.CASINO MUNICIPAL CANNES,XPAR,FRA,EUR,1110369
FR0000062150,BLEE,BLEECKER,XPAR,FRA,EUR,1110370
FR0000062184,ALIDS,IDSUD,ALXP,FRA,EUR,1110371
FR0000062234,ODET,ODET(COMPAGNIE DE L-),XPAR,FRA,EUR,1110372
FR0000062465,AAA,ALAN ALLMAN ASSOCIATES,XPAR,FRA,EUR,1110374
FR0000062671,EXA,EXAIL TECHNOLOGIES,XPAR,FRA,EUR,1110376
FR0000062788,BUI,BARBARA BUI,XPAR,FRA,EUR,1110377
FR0000062796,VRAP,VRANKEN-POMMERY,XPAR,FRA,EUR,1110378
FR0000062978,DKUPL,DEKUPLE,XPAR,FRA,EUR,1110380
FR0000063307,TAYN,TAYNINH,XPAR,FRA,EUR,1110384
FR0000063737,AUB,AUBAY,XPAR,FRA,EUR,1110385
FR0000063935,BON,BONDUELLE,XPAR,FRA,EUR,1110386
